name,address,city,country,postcode,state,categories,menu item,item value,currency,item description
Spinelli's Pizza,2905 Goose Creek Rd,Louisville,US,40241,Brownsboro Farm,Pizza Place,Veggie Pizza,23.25,USD,"We take our always delicious pizza and then we add a refreshing blend of veggies that includes spinach, mushrooms, onions, and broccoli"
Spinelli's Pizza,2905 Goose Creek Rd,Louisville,US,40241,Brownsboro Farm,Pizza Place,White Pizza,16.25,USD,"Our white pizza offers a break from the traditional pizza. it starts off with our own hand tossed dough, covered in aglio e olio sauce, then topped with mozzarella and ricotta cheese"
Franklin Giant Grinder Shop,448 Franklin Ave,Hartford,US,6114,Htfd,"Sandwich Place,wich Place",Spicy Chicken Pizza,14,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",2 Pizza Roll,2.75,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Bacon Cheeseburger Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Bbq Chicken Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Buffalo Chicken Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Chicken Alfredo Pizza,9.25,USD,"Chicken, spinach Alfredo sauce."
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Chicken Cacciatore Pizza,9.25,USD,"Chicken, mushroom, green pepper and onion."
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Chicken Fajita Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Chicken Special Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Greek Pizza,9.25,USD,"Olives, spinach and feta cheese."
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Grilled Chicken Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Hawaiian Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Honey Chicken Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Meat Lover Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Philly Steak Pizza,9.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Pita Pizza,3.25,USD,Includes fresh sauce and mozzarella cheese.
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Pizza Cheese Burger,4.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Pizza Cheese Burger Platter,6.5,USD,Served with french fries and coleslaw and little salad.
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Pizza Fries,4.5,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Pizza Steak,6.5,USD,8 oz. topped quality sirloin steak or chicken with salt and pepper on toasted Italian bread.
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Pizza Steak Platter,7.99,USD,8 oz. topped quality sirloin steak or chicken with salt and pepper on toasted Italian bread. Served with french fries and coleslaw and little salad.
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Plain Pizza,6.25,USD,Includes fresh sauce and mozzarella cheese.
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Plain White Pizza,6.25,USD,
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Seafood Pizza Platter,10.5,USD,"Calamari, clam pieces, shrimp, crab meat, mushrooms, garlic, green peppers, pizza sauce and cheese."
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Takka Sumpreme Pizza,9.25,USD,"Beef pepperoni, beef sausage, mushrooms, onions, green peppers, olives, cheese and sauce."
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Tomato Pie Pizza,9.25,USD,"Chunky sauce, fresh tomato and oregano."
Takka Grill,418 E Wyoming Ave,Philadelphia,US,19120,PA,"Pizza Place Juniata Park - Feltonville,Pizza Place",Vegetables Pizza,9.25,USD,
Mamma Lucia,12274 Rockville Pike,Rockville,US,20852,No Bethesda,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Bbq Chicken Pizza,17.5,USD,Our white pizza with cubes of chicken with bbq sauce
Mamma Lucia,12274 Rockville Pike,Rockville,US,20852,No Bethesda,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Combo Pizza,18.5,USD,Choice of 3 toppings
Mamma Lucia,12274 Rockville Pike,Rockville,US,20852,No Bethesda,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Gluten Free Pizza,12,USD,
Mamma Lucia,12274 Rockville Pike,Rockville,US,20852,No Bethesda,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Lasagna Pizza,21.5,USD,
Mamma Lucia,12274 Rockville Pike,Rockville,US,20852,No Bethesda,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Margherita Pizza,18.5,USD,"Fresh sliced tomatoes, fresh mozzarella slices and garden basil"
Mamma Lucia,12274 Rockville Pike,Rockville,US,20852,No Bethesda,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Meat Pizza,21.5,USD,"Pepperoni, sausage, meatballs, ham and bacon"
Mamma Lucia,12274 Rockville Pike,Rockville,US,20852,No Bethesda,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",New York Style Pizza,17.5,USD,"Thin crust, hand tossed"
Mamma Lucia,12274 Rockville Pike,Rockville,US,20852,No Bethesda,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",Veggie Pizza,21.5,USD,"Mushrooms, onions, green peppers, black olives, spinach, tomatoes and roasted red pepper"
Mamma Lucia,12274 Rockville Pike,Rockville,US,20852,No Bethesda,"Italian Restaurants,Caterers,Pizza,Restaurants,Italian Restaurant",White Pizza,14.5,USD,Traditional plain
Il Primo Pizza Wings,5781 Lee Blvd,Lehigh Acres,US,33971,FL,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",2 Large Cheese Pizzas,20,USD,
Il Primo Pizza Wings,5781 Lee Blvd,Lehigh Acres,US,33971,FL,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",2 Medium Cheese Pizzas,16,USD,
Il Primo Pizza Wings,5781 Lee Blvd,Lehigh Acres,US,33971,FL,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",3 Medium Cheese Pizzas,22,USD,
Il Primo Pizza Wings,5781 Lee Blvd,Lehigh Acres,US,33971,FL,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",4 Medium Cheese Pizzas,26,USD,
Il Primo Pizza Wings,5781 Lee Blvd,Lehigh Acres,US,33971,FL,"Take Out Restaurants,Restaurants,Wings Joint,Pizza Place,Pizza,Food and Beverage",Cheese Pizza,4,USD,
Campania Pizza,291 Grand Ave,Southlake,US,76092,TX,"Pizza Place,Italian Restaurant,Pizza Place and Italian Restaurant",Nutella Pizza,10,USD,
You-be's U-bake Pizza,820 N Alta Ave,Dinuba,US,93618,CA,"Pizza,Restaurants,Pizza Place",Cheese Pizza,12.99,USD,
You-be's U-bake Pizza,820 N Alta Ave,Dinuba,US,93618,CA,"Pizza,Restaurants,Pizza Place",Pizza Sauce,1.5,USD,
"Solamor Hospice | Denver, Co",2460 W 26th Ave,Denver,US,80211,CO,Hospices,Cheese Pizza,2.95,USD,
"Solamor Hospice | Denver, Co",2460 W 26th Ave,Denver,US,80211,CO,Hospices,Pepperoni Pizza,3.5,USD,
"Solamor Hospice | Denver, Co",2460 W 26th Ave,Denver,US,80211,CO,Hospices,Supreme Pizza,3.75,USD,"Our pizza takes longer to make than our sandwiches, please be patient"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Bbq Chicken Pizza,27.36,USD,"Bbq sauce, chicken, red onion, garhc, cashews"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Bbq Chicken Pizza,,,"Bbq sauce, chicken, red onion, garhc, cashews"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",California Pizza,27.36,USD,
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Chalet Pesto Pizza,27.36,USD,"Pesto sauce, red onion, olives, artichoke hearts, tomatoes"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Chalet Red Hot Pizza,27.36,USD,"Franks red hot sauce, roasted chicken, bell peppers, onion jalapenos upon request"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Chalet Vegetarian Pizza,27.36,USD,"Olives, mushrooms, bell peppers, onions upon request cashews, tomatoes, artichoke hearts"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Hawaiian Pizza,27.36,USD,"Ham, bell peppers, pineapple cashews upon request"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Margherita Pizza,27.36,USD,"Olive oil, italian seasonings, garlic, tomatoes, italian sausage"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Parmesan Chicken Pizza,27.36,USD,"Tomatoes, roasted chicken, garlic, artichoke hearts, red onion ltalian seasoning, parmesan"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Pizza Chalet Mexican Pizza,27.36,USD,"Seasoned beef or chorizo, lettuce, tomatoes, crisp corn chips, cheese jalapeno peppers upon request"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Pizza Chalet Special,27.36,USD,
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Pizza Chalet Swiss Combo,27.36,USD,"Pepperoni, salami, ham, on ions, bell peppers, black olives, mushrooms, sausage anchovies, shrimp, cashews upon request"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Teriyaki Chicken Pizza,27.36,USD,"Teriyaki sauce, roasted chicken, pineapple, green bell peppers"
Pizza Chalet,34579 Yucaipa Blvd,Yucaipa,US,92399,CA,"Pizza Place,Buffet,Wings Joint",Texas Chicken Pizza,27.36,USD,"Bbq sauce, roasted chicken, red onion, bacon, cheddar cheese"
Calderone Club,8001 N Port Washington Rd,Milwaukee,US,53217,Glendale,Italian Restaurant,Cheese Pizza,7.75,USD,
Franky's,1250 W Lake St,Addison,US,60101,IL,Hot Dog Joint,Pizza Mania,13.95,USD,
Franky's,1250 W Lake St,Addison,US,60101,IL,Hot Dog Joint,Pizza Puffs,2.75,USD,
Franky's,1250 W Lake St,Addison,US,60101,IL,Hot Dog Joint,Pizza Slice,3,USD,"(Cheese, sausage, pepperoni) only"
Franky's,1250 W Lake St,Addison,US,60101,IL,Hot Dog Joint,"Pizza Slice, Fries",5.5,USD,Large drink only
Izakaya Bincho,112 Internatl Boardwalk,Redondo Beach,US,90277,CA,"Japanese Restaurant South Redondo Beach,Japanese Restaurant",Miso Pizza,6.5,USD,
Izakaya Bincho,112 Internatl Boardwalk,Redondo Beach,US,90277,CA,"Japanese Restaurant South Redondo Beach,Japanese Restaurant",Tofu Pizza,6.5,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Bbq Chicken Pizza,16.95,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Bbq Chicken Pizza,,,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Bruschetta Pizza,16.95,USD,"Chopped tomatoes, red onions, fresh basil and garlic"
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Chicken Parmigiana Pizza,13.95,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Deep Dish Pan Pizza,14.95,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Hawaiin Pizza,13.95,USD,"Pineapple, ham and mozzarella"
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Large Cheese Pizza,11.5,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Large Pizza,2.25,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Personal Pizza,7.25,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Pizza By The Slice,1.85,USD,Regular
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Pizza By The Slice,,,Regular
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Pizza De Mare,18.95,USD,"Sauteed calamari, clams, shrimp, basil and mozzarella"
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Sicilian Pizza,15.95,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Small Cheese Pizza,10.5,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Small Pizza,2,USD,
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Stuffed Pizza (meat),17.5,USD,"Meatballs, pepperoni, sausage, ricotta"
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Stuffed Pizza (vegetable),17.5,USD,"Sauteed broccoli, spinach, mushroom, ricotta and mozzarella"
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Toscana Pizza,16.95,USD,Broccoli rabe and portobello mushrooms
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Veal Pizzaiola,14.95,USD,"Peppers, mushrooms, onions and marinara sauce"
Giovanni's Pizzeria,637 Wyckoff Ave,Wyckoff,US,7481,NJ,Pizza Place,Vodka Sauce Pizza,15.95,USD,With sliced tomatoes and fresh basil
Rico's Pizza,1420 E Hatch Rd,Modesto,US,95351,CA,"Pizza Place,Restaurant",Cheese Pizza,10.59,USD,
Mediterranean Harbour Bar & Grill,13 Harbourside Ln,Hilton Head Island,US,29928,SC,"Mediterranean Restaurant,Seafood Restaurants,Mediterranean Restaurants,Bars,Greek Restaurants,Night Clubs,Taverns,Caterers,Restaurants",Kids Pizza,7,USD,Kids pizza served with French fries
Lucero's Pizza,11200 Scaggsville Rd,Laurel,US,20723,MD,"Pizza Place,Restaurant,Caterers,Restaurants,Pizza",Pizza Fries,5.99,USD,
Pasta Faire,10401 Us 441,Belleview,US,34420,FL,Italian Restaurant,Large 4 Topping Pizza,16.5,USD,
Pasta Faire,10401 Us 441,Belleview,US,34420,FL,Italian Restaurant,Large 4 Topping Pizza,,,
Pasta Faire,10401 Us 441,Belleview,US,34420,FL,Italian Restaurant,Large 6 Toppings Pizza,18.5,USD,
Pasta Faire,10401 Us 441,Belleview,US,34420,FL,Italian Restaurant,Large 6 Toppings Pizza,,,
Pasta Faire,10401 Us 441,Belleview,US,34420,FL,Italian Restaurant,Medium 4 Topping Pizza,14.5,USD,
Pasta Faire,10401 Us 441,Belleview,US,34420,FL,Italian Restaurant,Medium 4 Topping Pizza,,,
Pasta Faire,10401 Us 441,Belleview,US,34420,FL,Italian Restaurant,Medium 6 Topping Pizza,17.5,USD,
Pasta Faire,10401 Us 441,Belleview,US,34420,FL,Italian Restaurant,Medium 6 Topping Pizza,,,
Roosevelt's American Homestyle Deli,684 King George Rd,Fords,US,8863,NJ,"American Restaurant,wich Place,Diner,Sandwich Place",Pizza Burger,4.95,USD,Mozzarella cheese and tomato sauce
Roosevelt's American Homestyle Deli,684 King George Rd,Fords,US,8863,NJ,"American Restaurant,wich Place,Diner,Sandwich Place",Pizza Burger,,,Mozzarella cheese and tomato sauce
Buca Di Beppo,1812 Red Cliffs Dr,Saint George,US,84790,Bloomington Hills,"Restaurants,Banquet Halls & Reception Facilities,Italian Restaurants,Family Style Restaurants,Pizza",Pizza Con Formaggio,14.99,USD,
Olivas' Mexican Food,8370 E State Route 69,Prescott Valley,US,86314,AZ,"Restaurant,Take Out Restaurants,Food and Beverage,Restaurants,Mexican Restaurants",Mexican Pizza,5.75,USD,
Village Roast Beef & Seafood,6 Bessom St,Marblehead,US,1945,MA,Sandwich Place,Pizza Roll,2.5,USD,
Stella Notte,8809 Baltimore National Pike,Ellicott City,US,21043,Oella,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Pizza Abbroz,14.99,USD,
Stella Notte,8809 Baltimore National Pike,Ellicott City,US,21043,Oella,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Pizza Barbeque,14.99,USD,
Stella Notte,8809 Baltimore National Pike,Ellicott City,US,21043,Oella,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Pizza Carne,15.99,USD,
Stella Notte,8809 Baltimore National Pike,Ellicott City,US,21043,Oella,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Pizza Finito,14.29,USD,
Stella Notte,8809 Baltimore National Pike,Ellicott City,US,21043,Oella,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Pizza Fresca,13.5,USD,
Stella Notte,8809 Baltimore National Pike,Ellicott City,US,21043,Oella,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Pizza Hawaiian,13.99,USD,
Stella Notte,8809 Baltimore National Pike,Ellicott City,US,21043,Oella,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants","Pizza Seafood, White or Red",17.99,USD,
Stella Notte,8809 Baltimore National Pike,Ellicott City,US,21043,Oella,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Pizza Stella Notte,14.99,USD,
Stella Notte,8809 Baltimore National Pike,Ellicott City,US,21043,Oella,"Banquet Halls & Reception Facilities,Italian Restaurants,Pizza,Caterers,Restaurants",Plain Cheese Pizza,10.59,USD,
The Veranda At The Kahala Resort,5000 Kahala Ave,Honolulu,US,96816,Hono,Restaurant,Cheese Pizza,10,USD,"Mozzarella, parmesan, marinara sauce"
Nobody's Sports Grill and Bbq,116 John R Rice Blvd,Murfreesboro,US,37129,Murfreesbr,"American Restaurants,Barbecue Restaurants,Bar & Grills,Sports Bars,Take Out Restaurants,Caterers,Restaurants",Barbeque Pizza,10.99,USD,"Blended cheeses, red onions, BBQ sauce and pork or grilled chicken"
Nobody's Sports Grill and Bbq,116 John R Rice Blvd,Murfreesboro,US,37129,Murfreesbr,"American Restaurants,Barbecue Restaurants,Bar & Grills,Sports Bars,Take Out Restaurants,Caterers,Restaurants",Blackened Chicken Caesar Pizza,12.99,USD,"Shredded romaine, caesar dressing, shredded parmesan cheese, marinated chicken"
Nobody's Sports Grill and Bbq,116 John R Rice Blvd,Murfreesboro,US,37129,Murfreesbr,"American Restaurants,Barbecue Restaurants,Bar & Grills,Sports Bars,Take Out Restaurants,Caterers,Restaurants",Cheese Pizza,9.99,USD,Simple and delicious sauce and mozzarella
Dream Cafe,2800 Routh St,Dallas,US,75201,TX,"Restaurant,Caf��,Café,Caf,Restaurants,Breakfast,Brunch,Coffeehouses,Traditional American,cafe",Cheese Pizza,3.75,USD,with marianara and parmesan.
Crown Fried Chicken,1101 Filbert St,Philadelphia,US,19107,Wm Penn Anx W,Fried Chicken Joint,Pizza Role,1,USD,
La Hacienda Real,3960 Commercial St S E,Salem,US,,OR,"Mexican Restaurant Morningside,Mexican Restaurant",Enchilada Pizza,4.95,USD,
La Hacienda Real,3960 Commercial St S E,Salem,US,,OR,"Mexican Restaurant Morningside,Mexican Restaurant",Mexican Pizza,4.95,USD,
La Hacienda Real,3960 Commercial St S E,Salem,US,,OR,"Mexican Restaurant Morningside,Mexican Restaurant",Quesadilla Pizza,4.95,USD,
La Hacienda Real,3960 Commercial St S E,Salem,US,,OR,"Mexican Restaurant Morningside,Mexican Restaurant",Taco Pizza,4.95,USD,
La Hacienda Real,3960 Commercial St S E,Salem,US,,OR,"Mexican Restaurant Morningside,Mexican Restaurant",Tamale Pizza,4.95,USD,
La Hacienda Real,3960 Commercial St S E,Salem,US,,OR,"Mexican Restaurant Morningside,Mexican Restaurant",Taquitos Pizza,4.95,USD,
Nm Cafe At Neiman Marcus Topanga,6550 Topanga Canyon Blvd,Chatsworth,US,91313,CA,Restaurant,"Flatbread Pizza, Caramelized Onion, Goat Cheese, Wild Mushrooms",,,
Nm Cafe At Neiman Marcus Topanga,6550 Topanga Canyon Blvd,Chatsworth,US,91313,CA,Restaurant,"Flatbread Pizza, Fresh Mozzarella, Basil, Roasted Garlic and Pine Nuts",,,
Kings Chicago - Lincoln Park,1500 N Clybourn Ave,Chicago,US,60610,Fort Dearborn,"American Restaurant,Restaurant,Bowling Alley,Bowling Alleys,Sports Bar",Kids Pizza,6.5,USD,Choose Cheese or Pepperoni
Kings Chicago - Lincoln Park,1500 N Clybourn Ave,Chicago,US,60610,Fort Dearborn,"American Restaurant,Restaurant,Bowling Alley,Bowling Alleys,Sports Bar",Pizza of The Week,,,
Toni's By George,399 Main St,Medford,US,2155,West Medford,"Pizza,Take Out Restaurants,Restaurants",White Pizza (no Sauce),12,USD,"Basil, tomato, garlic and mozzarella"
Joey Nova's Pizzeria and Grilled Subs,5655 Manitou Rd,Excelsior,US,55331,Deephaven,Italian Restaurant and Pizza Place,Additional Toppings Cheese Pizza,1.5,USD,"Pepperoni, onions, banana peppers, bacon, artichokes, roasted red peppers, sausage, roma tomatoes, kalamata olives, ham, broccoli, black olives, chicken, mushrooms, green olives, meatballs, green peppers, anchovies, canadian bacon, pineapple, extra cheese, jalapenjos, spinach, bleu cheese"
Joey Nova's Pizzeria and Grilled Subs,5655 Manitou Rd,Excelsior,US,55331,Deephaven,Italian Restaurant and Pizza Place,Buffalo Chicken Pizza,12.5,USD,"Marinated chicken, gorgonzola with an infused buttermilk ranch buffalo sauce"
Joey Nova's Pizzeria and Grilled Subs,5655 Manitou Rd,Excelsior,US,55331,Deephaven,Italian Restaurant and Pizza Place,Cheese Pizza,9.95,USD,
Joey Nova's Pizzeria and Grilled Subs,5655 Manitou Rd,Excelsior,US,55331,Deephaven,Italian Restaurant and Pizza Place,Dessert Pizza,6.95,USD,With nutella and powder sugar
Joey Nova's Pizzeria and Grilled Subs,5655 Manitou Rd,Excelsior,US,55331,Deephaven,Italian Restaurant and Pizza Place,Pizza Bruschetta,12.5,USD,"Roma tomatoes, onions, fresh basil, mozzarella and with garlic olive oil sauce"
Joey Nova's Pizzeria and Grilled Subs,5655 Manitou Rd,Excelsior,US,55331,Deephaven,Italian Restaurant and Pizza Place,Slice of Cheese Pizza,4.75,USD,
Joey Nova's Pizzeria and Grilled Subs,5655 Manitou Rd,Excelsior,US,55331,Deephaven,Italian Restaurant and Pizza Place,Thick or Thin Crust Cheese Pizza,10.95,USD,
Bellacino's Grinders & Pizza,2320 Tiffin Ave,Findlay,US,45840,OH,Pizza Place,Pizza,7.5,USD,
Bellacino's Grinders & Pizza,2320 Tiffin Ave,Findlay,US,45840,OH,Pizza Place,Pizza By The Slice,2,USD,"With one item, add 0.35 for each additional item"
Bellacino's Grinders & Pizza,2320 Tiffin Ave,Findlay,US,45840,OH,Pizza Place,Taco Pizza,14.99,USD,"Taco meat, onions, black olives, cheddar and mozzarella cheese, taco sauce, lettuce and tomatoes"
Bellacino's Grinders & Pizza,2320 Tiffin Ave,Findlay,US,45840,OH,Pizza Place,Vegetarian Pizza,13.5,USD,"Mushrooms, onions, green peppers, black olives, and mozzarella cheese"
Suite 600,600 George Washington Hwy,Lincoln,US,2865,RI,"Bar,Lounge,Bar and Lounge",Thin Grilled Pizza or Thick Crust,8,USD,
Suite 600,600 George Washington Hwy,Lincoln,US,2865,RI,"Bar,Lounge,Bar and Lounge",Thin Grilled Pizza or Thick Crust,,,
John Gino's Pizza,8436 S 88th Ave,Justice,US,60458,IL,"Restaurants,Food & Entertainment,Pizza Place",Pizza Bread,,,
John Gino's Pizza,8436 S 88th Ave,Justice,US,60458,IL,"Restaurants,Food & Entertainment,Pizza Place",Pizza Bread,3.75,USD,
The Sportsgrille,121 4th Ave S,Nashville,US,37201,TN,"American Restaurant,Hotel Bar,Sports Bar,American Restaurants,Pizza,Hamburgers & Hot Dogs,Breakfast Brunch & Lunch Restaurants,,Family Style Restaurants,Take Out Restaurants,Restaurants",Flatbread Pizza of The Day (yazoo Pale Ale),13.5,USD,Chefs selection of the freshest ingredients. please ask your server for details
Buddha Belly Deli,50 N Valle Verde Dr,Henderson,US,89074,NV,"Asian Restaurant,Asian Restaurant Green Valley South",9th Island Pizza,10,USD,"Portugese Sausage, Spam, Jalapenos, Pineapple, and Mozzarella Cheese"
Blue Agave Mexican Restaurant,3558 W Pinhook Rd,Lafayette,US,70508,LA,Mexican Restaurant,Mexican Pizza,4.25,USD,
Donte's Restaurant & Pizza Shop,20850 Sheldon Rd,Brookpark,US,44142,OH,"American Restaurant,Pizza Place,Pizza Place and American Restaurant",White Pizza,,,"Olive oil, fresh garlic, basil and oregano with your choice of toppings"
Goodfella's Cafe,31 S Arlington Ave,Baltimore,US,21223,MD,"Caf Hollins Park,American Restaurants,Restaurants,Caf��,Café",Cheese Personal Pizza,5,USD,
Caseys Carry Out Pizza,487 S Business Route 5,Camdenton,US,65020,MO,"Restaurant,Pizza Place",Cheese Pizza,11.59,USD,
